duration,src_bytes,dst_bytes,count,protocol_type,service,flag,label,attack_type
241,6884939,481019,26,icmp,http,REJ,1,dos
496,218615,816036,14,udp,http,SF,0,normal
769,579646,374465,35,tcp,smtp,SF,0,normal
722,491061,901453,33,icmp,smtp,RSTO,0,normal
965,375340,285505,19,icmp,ssh,RSTO,0,normal
830,7681135,318477,46,udp,http,REJ,1,dos
145,611558,4564,18,tcp,ftp,S0,0,normal
617,9019301,470104,7,tcp,ssh,SF,1,probe
887,138682,731339,5,udp,ftp,RSTO,0,normal
931,770420,969340,25,udp,ftp,S0,0,normal
628,347101,459175,7,icmp,ssh,S0,0,normal
745,208923,896321,25,icmp,http,RSTO,0,normal
783,924684,253600,6,udp,smtp,SF,0,normal
810,204628,301511,0,tcp,smtp,SF,0,normal
411,658364,592941,7,tcp,http,RSTO,0,normal
173,617282,568651,18,icmp,http,REJ,0,normal
69,543636,473696,12,icmp,ssh,S0,0,normal
47,543070,430859,42,tcp,http,RSTO,0,normal
609,884903,916969,48,tcp,ssh,S0,0,normal
91,951128,729578,37,udp,ssh,REJ,0,normal
830,292655,647642,15,tcp,ssh,SF,0,normal
36,379884,948135,11,tcp,ftp,RSTO,0,normal
62,940934,555526,49,tcp,ftp,SF,0,normal
891,985745,275459,23,udp,ssh,S0,0,normal
537,216621,101002,35,udp,ftp,S0,0,normal
210,385878,843955,41,tcp,ssh,S0,0,normal
881,622448,75686,23,udp,ssh,REJ,0,normal
96,190214,9899,11,udp,http,SF,0,normal
440,359231,269788,20,udp,smtp,S0,0,normal
606,858184,636516,18,udp,ftp,SF,0,normal
495,440016,121400,49,udp,smtp,SF,0,normal
906,847208,909294,28,icmp,ssh,RSTO,0,normal
273,677530,610215,6,tcp,smtp,SF,0,normal
226,964680,405310,2,udp,ftp,RSTO,0,normal
813,828821,977902,19,tcp,smtp,RSTO,0,normal
383,545488,983590,45,tcp,http,S0,0,normal
108,351868,348270,14,icmp,ssh,RSTO,0,normal
585,173783,525349,36,tcp,smtp,S0,0,normal
781,400820,2232,11,tcp,ssh,S0,0,normal
292,626374,804940,41,tcp,ftp,RSTO,0,normal
107,841825,747908,9,icmp,ssh,S0,0,normal
539,137237,850760,48,icmp,http,S0,0,normal
885,296772,885041,20,icmp,ssh,RSTO,0,normal
986,6641040,777205,39,udp,http,S0,1,probe
347,844719,223245,33,udp,ftp,REJ,0,normal
360,7497343,644449,24,icmp,ssh,REJ,1,dos
133,440660,194825,41,icmp,ftp,REJ,0,normal
915,219861,646976,23,udp,http,REJ,0,normal
607,748583,85953,45,tcp,ftp,RSTO,0,normal
190,744080,443972,17,icmp,ftp,RSTO,0,normal
474,767078,819459,22,icmp,ftp,S0,0,normal
29,636547,399226,17,tcp,smtp,S0,0,normal
290,889813,213417,4,icmp,smtp,SF,0,normal
768,539353,314758,24,tcp,http,SF,0,normal
234,439008,201960,45,icmp,smtp,SF,0,normal
351,226938,309780,19,tcp,ssh,REJ,0,normal
305,283025,66889,27,udp,http,RSTO,0,normal
356,4016844,605543,25,tcp,http,SF,1,dos
242,8130745,397354,34,tcp,ssh,REJ,1,r2l
715,9263561,862409,15,icmp,ssh,S0,1,dos
111,642248,232973,43,icmp,smtp,RSTO,0,normal
835,832637,174698,29,tcp,ssh,REJ,1,probe
516,8079883,406028,0,tcp,ftp,RSTO,1,dos
85,140224,547533,39,tcp,smtp,RSTO,0,normal
251,537245,883861,15,udp,http,S0,0,normal
797,343115,50359,23,icmp,ssh,RSTO,0,normal
195,948141,974892,14,icmp,http,SF,0,normal
409,207926,906522,11,icmp,ssh,RSTO,0,normal
353,197868,803434,14,tcp,smtp,SF,0,normal
480,3760690,294520,44,tcp,smtp,S0,1,dos
339,505862,501935,7,udp,http,S0,0,normal
567,155165,980583,7,tcp,ftp,SF,0,normal
26,267274,195741,1,icmp,http,SF,0,normal
774,282322,642969,29,tcp,smtp,S0,0,normal
224,554569,79545,34,icmp,smtp,RSTO,0,normal
593,177357,256541,27,tcp,http,SF,0,normal
289,98756,534576,35,icmp,ftp,SF,0,normal
288,51219,780567,45,udp,ssh,RSTO,0,normal
712,511696,732414,32,tcp,ftp,RSTO,0,normal
508,883252,877067,24,icmp,smtp,RSTO,0,normal
516,219943,603367,23,udp,ssh,S0,1,probe
630,3904335,212244,11,udp,ftp,SF,1,dos
380,47136,681617,9,icmp,ssh,SF,0,normal
252,825885,980612,39,tcp,http,REJ,1,probe
399,52410,231306,39,icmp,ssh,S0,0,normal
275,325439,384785,4,tcp,smtp,REJ,0,normal
148,3200325,961367,30,tcp,http,S0,1,dos
698,397004,967185,33,tcp,smtp,SF,0,normal
660,37432,954742,49,tcp,ftp,SF,0,normal
314,842335,506309,15,udp,http,SF,0,normal
218,818288,356820,25,tcp,ftp,RSTO,0,normal
210,294566,104032,2,icmp,ftp,S0,0,normal
10,612160,194794,28,tcp,smtp,RSTO,0,normal
917,741404,985428,11,tcp,ssh,RSTO,0,normal
327,750201,787063,37,icmp,smtp,S0,0,normal
801,13313,642354,36,icmp,smtp,REJ,0,normal
942,770253,683069,0,icmp,smtp,SF,0,normal
317,697099,954205,5,icmp,ssh,REJ,0,normal
418,321976,79040,3,tcp,ftp,RSTO,0,normal
883,547490,886436,3,udp,http,SF,0,normal
492,4034222,523300,38,udp,ftp,SF,1,r2l
123,27761,919997,8,udp,ftp,SF,0,normal
247,194852,20284,2,udp,smtp,RSTO,0,normal
867,212563,285468,46,udp,ftp,REJ,0,normal
47,464535,878200,38,udp,ftp,SF,0,normal
211,38935,631583,38,udp,ssh,RSTO,0,normal
645,794830,939940,35,tcp,ftp,SF,0,normal
804,773272,178138,47,icmp,ftp,SF,0,normal
58,1557,650945,16,icmp,smtp,RSTO,0,normal
926,264481,81385,39,icmp,ftp,S0,0,normal
199,4591991,987871,39,icmp,http,REJ,1,dos
57,545029,559639,27,udp,smtp,RSTO,0,normal
79,567944,165891,11,udp,smtp,REJ,0,normal
708,5139185,473734,46,icmp,http,S0,1,dos
627,311184,710118,35,udp,http,REJ,1,dos
757,510370,860542,28,udp,smtp,S0,0,normal
355,773121,423739,32,icmp,smtp,SF,1,r2l
450,654016,9565,3,tcp,ftp,SF,0,normal
56,236913,159954,29,udp,ssh,SF,0,normal
412,236439,368965,24,udp,smtp,REJ,0,normal
408,347256,875773,41,tcp,ssh,REJ,0,normal
672,701920,117114,24,tcp,smtp,S0,0,normal
836,20011,8297,22,icmp,smtp,REJ,0,normal
294,9834791,907889,10,tcp,ftp,RSTO,1,probe
913,6886439,7328,8,tcp,smtp,S0,1,probe
432,56736,127300,32,icmp,ssh,RSTO,0,normal
739,1580888,784112,12,tcp,ftp,SF,1,r2l
556,7042192,877047,10,udp,ssh,RSTO,1,probe
925,112503,948458,39,udp,ftp,RSTO,0,normal
936,637287,879894,7,tcp,ssh,RSTO,0,normal
413,147861,789956,28,icmp,ftp,SF,1,r2l
8,70772,137526,43,icmp,ssh,S0,0,normal
852,504764,816416,12,udp,smtp,REJ,0,normal
81,7053761,620193,7,icmp,http,S0,1,r2l
265,668431,67496,49,tcp,http,RSTO,0,normal
958,920694,348413,22,udp,ssh,REJ,0,normal
977,3523623,300020,19,tcp,ftp,S0,1,probe
529,901770,160950,23,udp,smtp,SF,0,normal
668,863256,566849,46,icmp,ssh,RSTO,0,normal
328,984182,817802,7,icmp,ssh,REJ,0,normal
473,740699,444464,22,tcp,smtp,RSTO,0,normal
794,142195,194163,49,udp,ssh,SF,0,normal
22,222134,834704,25,tcp,ssh,REJ,0,normal
697,216724,739709,33,tcp,http,RSTO,0,normal
571,182306,551808,25,icmp,ftp,S0,0,normal
931,5965645,673976,11,icmp,ftp,S0,1,probe
192,2630261,172772,2,icmp,ftp,RSTO,1,probe
634,268004,870137,3,tcp,http,SF,0,normal
904,84109,303789,24,tcp,http,REJ,0,normal
331,933849,843488,0,udp,smtp,S0,0,normal
836,534574,9367,48,icmp,ftp,REJ,0,normal
857,71008,222818,11,udp,smtp,REJ,0,normal
950,728735,654798,37,icmp,smtp,S0,0,normal
611,146535,418506,23,tcp,http,S0,0,normal
948,6330200,52370,37,tcp,http,RSTO,1,dos
681,2849212,913918,41,icmp,http,REJ,1,probe
111,696718,104058,3,tcp,ssh,SF,0,normal
71,724837,480576,43,icmp,smtp,SF,0,normal
582,231542,266992,14,tcp,ftp,S0,0,normal
799,164464,823634,3,icmp,http,SF,0,normal
712,841767,99924,21,icmp,smtp,REJ,0,normal
719,977058,204818,43,tcp,http,REJ,0,normal
308,425070,573423,37,udp,ssh,RSTO,0,normal
475,650825,792413,21,udp,http,REJ,0,normal
71,652313,877216,25,icmp,ssh,RSTO,0,normal
607,577926,729339,28,icmp,http,RSTO,0,normal
663,729184,925307,13,udp,ssh,RSTO,0,normal
888,607467,808886,30,tcp,ftp,REJ,0,normal
11,9847268,420806,42,icmp,http,SF,1,dos
636,698757,350258,25,tcp,http,S0,0,normal
571,677537,880439,21,icmp,ftp,RSTO,0,normal
416,973677,540891,18,icmp,http,SF,0,normal
914,817057,250179,37,icmp,http,S0,0,normal
535,250748,97153,8,tcp,smtp,RSTO,0,normal
457,4271559,960788,14,icmp,smtp,REJ,1,dos
243,148571,251380,33,udp,ftp,SF,0,normal
602,565214,126283,40,icmp,ssh,RSTO,0,normal
560,1961395,771728,25,tcp,smtp,REJ,1,dos
478,556534,405434,33,icmp,http,S0,0,normal
798,421425,297056,9,icmp,smtp,REJ,0,normal
849,243541,628628,40,icmp,ftp,REJ,0,normal
164,475568,9424,2,icmp,ssh,REJ,0,normal
7,7705088,97323,30,udp,smtp,REJ,1,probe
261,870257,264262,39,udp,ftp,S0,0,normal
872,10992,283608,36,icmp,http,SF,0,normal
195,828427,108583,8,tcp,ftp,S0,0,normal
678,712917,917313,15,tcp,ftp,REJ,0,normal
543,788327,355791,41,tcp,ftp,S0,0,normal
464,60066,732944,33,udp,ftp,S0,0,normal
428,721769,995505,27,udp,smtp,SF,0,normal
136,6275597,620589,34,udp,ssh,REJ,1,probe
606,365667,782290,27,udp,ssh,SF,0,normal
675,4630191,637204,18,icmp,ftp,S0,1,r2l
947,460532,241344,28,icmp,ftp,REJ,0,normal
570,733471,748453,4,tcp,ssh,REJ,1,dos
261,103004,639149,43,udp,ftp,REJ,0,normal
376,433665,39279,32,icmp,smtp,RSTO,0,normal
542,379926,710058,4,udp,http,S0,0,normal
368,2991008,87127,43,icmp,smtp,S0,1,dos
601,680923,851961,14,tcp,smtp,RSTO,1,r2l
438,848825,96262,35,icmp,smtp,REJ,0,normal
650,6408381,981430,48,udp,http,SF,1,dos
405,4163531,186086,19,udp,ftp,REJ,1,dos
869,810443,269040,37,icmp,ssh,S0,0,normal
837,859549,436892,3,tcp,ssh,REJ,0,normal
816,345604,211605,6,tcp,http,SF,0,normal
757,895042,568673,3,tcp,smtp,RSTO,0,normal
940,313445,58061,49,tcp,ftp,S0,0,normal
988,909189,741349,27,udp,smtp,RSTO,0,normal
481,500250,476036,13,udp,ssh,RSTO,0,normal
861,2795822,124531,16,tcp,ssh,RSTO,1,probe
69,748147,693409,31,tcp,smtp,SF,0,normal
478,872450,256694,28,tcp,ssh,RSTO,0,normal
983,727288,125006,13,tcp,http,REJ,0,normal
708,473216,386744,20,icmp,ftp,REJ,0,normal
658,889403,741948,30,tcp,smtp,S0,0,normal
456,435761,27173,37,icmp,http,REJ,0,normal
502,364377,500642,46,icmp,http,S0,0,normal
83,6813256,382781,23,icmp,ssh,RSTO,1,r2l
770,847816,855613,45,udp,ssh,SF,0,normal
441,577782,389234,8,icmp,smtp,RSTO,0,normal
776,3665085,737353,48,tcp,http,S0,1,probe
606,786239,935105,7,tcp,http,REJ,0,normal
526,533495,853368,19,icmp,smtp,RSTO,0,normal
842,261300,54048,31,tcp,ssh,REJ,0,normal
961,1677197,144649,36,tcp,ftp,SF,1,r2l
578,856138,413661,7,udp,ssh,REJ,0,normal
556,422342,160810,40,udp,ssh,RSTO,0,normal
665,968040,810907,40,tcp,smtp,RSTO,0,normal
143,129414,55327,7,tcp,ssh,REJ,0,normal
336,971021,406160,33,tcp,http,REJ,0,normal
341,12030,380663,48,tcp,ftp,REJ,0,normal
913,948410,156072,3,tcp,ftp,SF,0,normal
642,568198,570019,2,icmp,smtp,REJ,0,normal
339,4006526,573092,22,icmp,ssh,REJ,1,r2l
976,426953,172313,22,icmp,ftp,SF,0,normal
358,667069,505730,4,icmp,ssh,SF,0,normal
134,497209,961037,1,udp,http,SF,0,normal
614,371404,665365,15,tcp,ssh,SF,0,normal
140,9254310,317794,16,tcp,http,S0,1,probe
523,456946,141504,19,udp,smtp,S0,0,normal
551,6950881,81488,35,tcp,http,REJ,1,dos
987,2377546,46164,18,icmp,http,RSTO,1,dos
119,6579145,171869,9,udp,ssh,RSTO,1,probe
800,1989394,991844,5,tcp,ftp,REJ,1,r2l
830,5087785,557676,9,udp,smtp,SF,1,probe
930,7910962,611540,8,icmp,smtp,SF,1,dos
891,414602,661794,19,tcp,ftp,S0,0,normal
66,43971,594818,11,tcp,ssh,S0,0,normal
421,72078,386094,4,udp,http,S0,0,normal
152,797519,969343,34,icmp,ssh,RSTO,0,normal
538,903600,731855,22,icmp,smtp,RSTO,0,normal
519,387412,407177,4,udp,http,S0,0,normal
159,169899,977239,0,tcp,ssh,RSTO,0,normal
996,445989,242021,1,tcp,ssh,REJ,0,normal
23,348139,64988,1,tcp,ssh,S0,0,normal
296,623008,213137,30,udp,ssh,RSTO,0,normal
757,6890793,433790,46,icmp,ftp,REJ,1,r2l
155,8062189,864626,42,udp,ftp,S0,1,r2l
431,6692775,718790,43,udp,http,RSTO,1,r2l
88,7259860,387524,9,icmp,http,RSTO,1,dos
335,246371,669815,42,udp,ssh,SF,0,normal
512,760682,350855,20,udp,http,S0,0,normal
495,280910,298711,13,tcp,smtp,S0,0,normal
861,6333546,343638,14,udp,ftp,REJ,1,r2l
480,662458,937582,3,tcp,ftp,S0,0,normal
158,905761,999592,46,icmp,ssh,REJ,0,normal
206,947627,117,30,udp,http,SF,0,normal
617,720937,717507,15,udp,http,S0,0,normal
237,579852,941974,33,udp,smtp,REJ,0,normal
975,649822,384324,34,tcp,smtp,S0,0,normal
73,625424,402049,25,tcp,ssh,S0,0,normal
881,292447,937204,33,icmp,ssh,SF,0,normal
80,867388,863711,25,icmp,smtp,S0,0,normal
482,702386,584973,6,tcp,smtp,REJ,0,normal
994,302719,655347,0,udp,ftp,S0,0,normal
596,687770,743665,5,udp,smtp,SF,0,normal
502,666125,955548,17,udp,smtp,SF,0,normal
328,96347,958600,5,tcp,ftp,SF,0,normal
21,521587,111882,17,udp,ssh,REJ,0,normal
798,426451,52376,15,icmp,ssh,RSTO,0,normal
778,830741,652479,11,udp,ftp,RSTO,0,normal
220,760339,46023,33,icmp,ftp,RSTO,0,normal
403,644701,342110,26,icmp,ftp,RSTO,0,normal
284,805730,250291,19,icmp,smtp,SF,0,normal
923,446662,253515,13,icmp,http,S0,0,normal
127,765659,506662,45,udp,ftp,REJ,0,normal
75,686398,806531,11,udp,http,S0,0,normal
778,81106,274918,5,udp,ftp,S0,0,normal
669,493721,653327,19,tcp,ssh,SF,0,normal
730,454519,16139,33,icmp,ssh,RSTO,0,normal
769,697349,238722,44,udp,smtp,REJ,0,normal
761,723011,744903,30,icmp,http,RSTO,0,normal
823,834049,993389,44,tcp,ftp,REJ,1,dos
376,908844,948115,24,icmp,smtp,REJ,0,normal
939,788912,614155,23,tcp,http,SF,0,normal
435,978853,694480,24,tcp,smtp,RSTO,0,normal
161,518125,92121,22,udp,http,REJ,0,normal
555,413492,399010,48,udp,ftp,S0,0,normal
41,840208,114041,49,udp,smtp,RSTO,0,normal
466,71521,865549,11,icmp,http,REJ,0,normal
465,551318,896681,3,icmp,ftp,RSTO,0,normal
179,704398,151245,37,icmp,ssh,SF,0,normal
280,975076,855312,24,tcp,smtp,REJ,0,normal
792,6835001,386207,12,tcp,http,RSTO,1,probe
153,837453,206553,22,icmp,ftp,RSTO,0,normal
739,907813,676412,11,udp,ssh,RSTO,0,normal
907,445766,437757,42,icmp,smtp,RSTO,0,normal
513,507725,419308,49,udp,ftp,SF,0,normal
679,465169,265103,38,tcp,ssh,SF,0,normal
968,8857848,609824,2,icmp,smtp,REJ,1,probe
861,9074,497098,48,icmp,ssh,REJ,0,normal
679,30537,511908,31,tcp,ssh,SF,0,normal
923,602131,154208,14,udp,ftp,REJ,0,normal
995,400860,850604,41,udp,http,REJ,0,normal
861,6984473,257727,6,udp,smtp,S0,1,probe
646,54928,945628,16,icmp,ssh,S0,0,normal
340,2808105,722732,32,tcp,ftp,RSTO,1,probe
483,5240095,55380,14,tcp,http,RSTO,1,probe
165,511306,557085,5,udp,ssh,RSTO,0,normal
621,672346,688221,11,udp,smtp,REJ,0,normal
227,44056,232087,0,tcp,smtp,S0,0,normal
459,86975,356703,9,udp,smtp,SF,0,normal
179,920919,144659,4,udp,ftp,RSTO,0,normal
438,477728,519925,14,udp,http,S0,0,normal
763,875547,198981,11,icmp,ssh,RSTO,0,normal
574,479176,903133,48,icmp,ftp,S0,0,normal
169,854478,677481,16,tcp,http,S0,0,normal
271,311134,312825,36,udp,smtp,SF,0,normal
841,637271,701742,32,tcp,http,S0,0,normal
701,625938,542453,23,udp,smtp,SF,0,normal
173,828143,969431,33,icmp,ssh,S0,0,normal
113,756734,638512,35,icmp,http,REJ,0,normal
325,8747103,280392,27,udp,http,RSTO,1,probe
785,242562,469717,6,tcp,ftp,REJ,0,normal
980,58796,531505,36,icmp,smtp,RSTO,0,normal
738,823277,739965,20,icmp,smtp,REJ,0,normal
875,997882,224143,46,tcp,http,SF,0,normal
384,7503586,577327,14,icmp,ssh,S0,1,dos
719,553557,141822,8,icmp,smtp,RSTO,0,normal
765,2222957,446563,21,tcp,ftp,SF,1,dos
199,894635,851717,27,icmp,http,SF,0,normal
494,920378,4424,38,icmp,ftp,REJ,0,normal
101,551102,22328,19,icmp,smtp,SF,0,normal
714,766763,710853,9,tcp,ftp,S0,0,normal
811,327926,808772,22,udp,http,S0,0,normal
436,927844,230432,41,icmp,ftp,RSTO,0,normal
149,373300,581243,10,icmp,http,SF,0,normal
946,397367,531012,28,udp,smtp,REJ,0,normal
440,16776,377392,5,udp,ssh,REJ,0,normal
119,796908,181263,4,udp,smtp,RSTO,0,normal
460,324667,739586,2,udp,ftp,S0,0,normal
821,870825,735323,34,udp,smtp,RSTO,0,normal
93,448120,734534,47,tcp,http,REJ,0,normal
292,925582,490254,18,icmp,ftp,S0,0,normal
294,5278473,258382,35,icmp,ftp,S0,1,dos
463,268672,878552,45,udp,http,S0,0,normal
629,149036,424899,25,tcp,smtp,REJ,0,normal
829,92620,821769,8,udp,ftp,S0,0,normal
523,892835,548916,0,icmp,ftp,REJ,0,normal
817,143028,568156,21,icmp,ftp,S0,0,normal
217,376267,61875,35,tcp,http,S0,0,normal
746,700915,483627,11,udp,ssh,S0,0,normal
207,876371,9148,42,udp,ftp,SF,0,normal
441,8418165,504999,36,tcp,http,SF,1,dos
504,737780,522979,19,icmp,http,RSTO,0,normal
243,8106182,815977,36,icmp,smtp,REJ,1,dos
239,1306834,973510,47,tcp,smtp,SF,1,dos
963,2697200,322492,48,tcp,http,S0,1,probe
364,256828,232215,10,icmp,smtp,RSTO,0,normal
430,338929,708415,15,tcp,http,S0,0,normal
383,71979,715854,30,tcp,http,SF,0,normal
740,656508,845037,34,tcp,ftp,S0,0,normal
7,501065,430947,26,icmp,smtp,SF,0,normal
262,2981291,289653,48,tcp,smtp,RSTO,1,r2l
598,182760,298086,47,udp,http,RSTO,0,normal
896,148452,107676,28,udp,smtp,SF,0,normal
563,891636,67405,21,icmp,http,REJ,0,normal
447,713527,540916,21,tcp,http,S0,0,normal
367,5755654,263445,42,tcp,http,RSTO,1,probe
525,493693,509373,2,icmp,ssh,S0,0,normal
505,8757482,948246,40,tcp,ftp,S0,1,dos
550,982374,135734,17,udp,ftp,SF,0,normal
551,215506,286987,12,icmp,http,SF,0,normal
873,136379,705474,49,icmp,smtp,RSTO,0,normal
93,7755269,530081,26,icmp,smtp,SF,1,r2l
530,729174,32960,40,tcp,http,S0,0,normal
643,687482,341517,12,udp,ssh,SF,0,normal
245,8978427,585505,16,icmp,ftp,REJ,1,probe
463,388718,805925,17,tcp,http,RSTO,0,normal
379,501223,669906,16,icmp,http,REJ,0,normal
34,627256,649865,46,udp,http,SF,0,normal
350,669052,993314,27,tcp,ssh,RSTO,0,normal
72,995676,356463,10,tcp,ftp,S0,0,normal
569,740876,611999,20,udp,ftp,REJ,0,normal
854,8536524,773792,34,icmp,smtp,SF,1,dos
850,738058,728421,22,tcp,ssh,S0,0,normal
134,749766,566804,3,icmp,http,S0,0,normal
336,5458090,378972,47,udp,ssh,REJ,1,r2l
50,5868483,549694,19,icmp,ssh,RSTO,1,r2l
769,353089,108795,39,udp,ftp,S0,0,normal
678,9928555,457884,9,udp,ftp,S0,1,r2l
817,219143,69575,40,icmp,ftp,S0,0,normal
608,387364,963525,37,icmp,smtp,S0,0,normal
597,3292,702493,6,tcp,ssh,RSTO,0,normal
881,836226,256470,7,udp,ssh,REJ,0,normal
306,670017,370745,6,icmp,http,SF,1,dos
267,3306930,922591,12,icmp,ftp,REJ,1,dos
787,311945,831592,2,udp,ssh,REJ,0,normal
978,306614,923845,19,udp,ftp,RSTO,0,normal
645,630916,279405,49,tcp,ftp,REJ,0,normal
183,893396,672837,41,tcp,http,SF,0,normal
339,858082,318416,29,udp,ssh,S0,0,normal
107,332724,794538,25,icmp,ssh,S0,0,normal
283,975766,674845,31,udp,ftp,REJ,0,normal
288,887257,801328,22,udp,ssh,S0,0,normal
392,3519535,310946,3,udp,http,RSTO,1,probe
231,485434,747477,12,icmp,http,REJ,0,normal
799,157118,441952,8,tcp,http,SF,0,normal
378,784899,400771,19,udp,smtp,RSTO,0,normal
602,395370,97715,32,icmp,smtp,SF,0,normal
730,1283885,520263,40,udp,ftp,SF,1,dos
866,64096,68321,38,icmp,ftp,REJ,0,normal
171,468944,154835,33,icmp,ssh,S0,0,normal
112,323389,44258,38,udp,smtp,RSTO,0,normal
842,237040,208868,40,tcp,ftp,S0,0,normal
810,332768,188714,10,udp,http,RSTO,0,normal
379,495179,511583,7,icmp,ssh,SF,0,normal
195,609807,52617,21,icmp,smtp,REJ,0,normal
967,9645920,646184,43,tcp,http,S0,1,r2l
511,486767,162268,46,tcp,ftp,RSTO,0,normal
113,213806,395844,18,tcp,ftp,SF,0,normal
619,798098,501348,27,udp,smtp,RSTO,0,normal
777,767456,975094,33,udp,ftp,RSTO,0,normal
645,6164384,906425,17,tcp,http,SF,1,r2l
93,768860,962046,28,tcp,http,S0,0,normal
24,768004,838543,10,tcp,ftp,SF,0,normal
329,945963,470657,4,icmp,ftp,REJ,0,normal
257,256579,610891,5,tcp,ssh,SF,0,normal
519,41215,122096,35,udp,ssh,S0,0,normal
894,223306,651381,39,udp,ftp,SF,0,normal
570,874688,272261,4,icmp,ssh,RSTO,0,normal
380,982282,152286,25,icmp,http,REJ,0,normal
797,8729535,592063,19,tcp,http,S0,1,probe
325,105194,263887,49,icmp,http,REJ,0,normal
424,722899,5788,19,icmp,http,S0,0,normal
124,286658,851706,18,icmp,smtp,S0,0,normal
317,821479,635895,11,tcp,ftp,SF,0,normal
4,232782,607754,28,tcp,smtp,S0,0,normal
705,1778414,117406,2,tcp,smtp,SF,1,dos
328,9635483,548045,6,tcp,ftp,RSTO,1,probe
304,491380,417522,29,icmp,ftp,RSTO,0,normal
282,505607,611611,3,icmp,smtp,S0,0,normal
857,874054,445971,27,tcp,http,SF,0,normal
125,460559,411517,19,tcp,http,SF,0,normal
352,456698,211927,14,icmp,smtp,S0,0,normal
367,984359,729918,12,udp,smtp,SF,1,dos
972,702758,179744,40,udp,ssh,RSTO,0,normal
402,98311,351606,25,udp,smtp,S0,0,normal
922,6844934,48097,25,tcp,ssh,S0,1,probe
530,117942,470028,49,tcp,http,S0,0,normal
899,151237,142492,12,icmp,http,RSTO,0,normal
548,10828,348697,24,tcp,ssh,S0,0,normal
127,108800,978449,18,tcp,ftp,SF,0,normal
130,6897626,893168,6,tcp,smtp,SF,1,r2l
964,147397,971868,26,tcp,ssh,S0,0,normal
912,865162,127690,7,udp,ftp,S0,0,normal
40,483814,476736,17,icmp,ftp,SF,0,normal
667,809413,189128,4,tcp,ssh,RSTO,0,normal
259,3915106,630383,47,icmp,ftp,SF,1,probe
558,473386,936201,25,icmp,smtp,S0,0,normal
984,899313,429286,39,icmp,smtp,S0,0,normal
400,672542,791823,15,icmp,ssh,SF,0,normal
384,2499763,386941,44,tcp,http,REJ,1,probe
899,370651,714861,11,tcp,smtp,SF,0,normal
191,953409,543543,3,tcp,ftp,REJ,0,normal
899,786123,312922,20,tcp,http,SF,0,normal
888,317499,639143,44,udp,ftp,SF,1,dos
392,988714,804225,8,tcp,http,SF,0,normal
815,65888,395971,1,udp,http,RSTO,0,normal
906,46395,621256,14,udp,ftp,SF,0,normal
602,885504,603521,19,tcp,http,S0,0,normal
367,9059209,809255,28,udp,smtp,S0,1,dos
381,8543038,704126,16,udp,ssh,REJ,1,r2l
553,7116843,115383,11,tcp,smtp,RSTO,1,probe
621,535224,13668,24,udp,ftp,S0,0,normal
804,7558855,927664,0,icmp,http,S0,1,dos
534,946124,787458,12,tcp,ssh,RSTO,0,normal
291,9408,9261,35,icmp,http,SF,0,normal
268,496828,552524,33,tcp,ftp,REJ,0,normal
546,608352,496647,3,icmp,http,SF,0,normal
962,47260,42831,24,udp,http,SF,0,normal
411,437792,402827,37,udp,ssh,SF,0,normal
836,5071292,391,32,tcp,ftp,RSTO,1,dos
554,751846,147032,28,icmp,ftp,REJ,0,normal
363,120161,767104,3,tcp,smtp,REJ,0,normal
71,569204,550209,49,tcp,http,REJ,0,normal
592,1426587,484502,21,icmp,ftp,RSTO,1,dos
720,7817494,205257,38,tcp,smtp,SF,1,dos
337,649688,698220,21,udp,smtp,RSTO,0,normal
525,695095,702166,48,udp,ftp,RSTO,0,normal
780,643986,193819,37,icmp,ftp,RSTO,0,normal
239,3028210,695660,33,tcp,ssh,S0,1,probe
805,134930,715952,39,tcp,ssh,SF,0,normal
499,375454,161545,49,udp,ftp,RSTO,0,normal
770,495528,123234,17,icmp,http,REJ,0,normal
35,634705,282533,33,tcp,http,RSTO,0,normal
381,425913,706445,25,icmp,smtp,S0,0,normal
506,9395009,975371,18,udp,ftp,REJ,1,probe
986,821636,462581,10,icmp,ssh,S0,0,normal
783,423148,561054,8,udp,ssh,S0,0,normal
273,555703,848061,38,icmp,ftp,SF,0,normal
294,603095,708515,14,udp,ssh,SF,0,normal
623,402120,190241,14,udp,http,SF,0,normal
724,68124,262494,37,udp,smtp,SF,0,normal
237,9340607,761808,10,tcp,smtp,SF,1,probe
74,4279291,304251,24,icmp,ssh,SF,1,probe
193,8889561,717822,12,icmp,ssh,REJ,1,probe
916,990450,975439,19,icmp,ssh,S0,0,normal
183,125240,226480,43,icmp,ftp,SF,0,normal
479,727463,863992,40,udp,smtp,SF,0,normal
13,538980,792836,0,udp,ssh,S0,0,normal
92,65255,516759,46,icmp,ftp,RSTO,0,normal
279,654110,337195,13,icmp,ftp,RSTO,0,normal
811,257990,408615,31,icmp,ssh,S0,0,normal
491,980404,655298,8,icmp,ssh,S0,0,normal
658,1328200,114976,30,tcp,smtp,RSTO,1,r2l
455,2872441,550694,32,icmp,ftp,S0,1,dos
454,136945,859073,47,tcp,smtp,S0,0,normal
425,1154778,422456,30,icmp,http,SF,1,dos
983,139364,547322,45,udp,http,SF,0,normal
444,49803,542833,40,udp,http,RSTO,0,normal
650,320411,228719,36,udp,ftp,SF,0,normal
330,497884,778575,24,tcp,http,REJ,0,normal
